Stored procedure,Authentication,Input Parameters,Data Type,"OptionalOrMandatory
",Output Parameters,Data Type,Alias,Data Type,Description
[configuring].[usp_INS_com_obj_list_name],,@commonobjattrid,bigint,Optional,,,,,
[configuring].[usp_INS_doc_date_field_name],Configurator,@mnemonic,nvarchar(10),Optional,@message,nvarchar(1000),,,Inserts a new document date field name record.
[configuring].[usp_INS_doc_date_field_name],,@attribute_name,nvarchar(50),Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_doc_date_field_name],,@description,nvarchar(max),Optional,@newrecordid,bigint,,,
[configuring].[usp_INS_doc_int_field_name],Configurator,@mnemonic,nvarchar(10),Optional,@message,nvarchar(1000),,,Inserts a document integer field name.
[configuring].[usp_INS_doc_int_field_name],,@attribute_name,nvarchar(50),Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_doc_int_field_name],,@description,nvarchar(max),Optional,@newrecordid,bigint,,,
[configuring].[usp_INS_doc_int_field_name],,@unitid,bigint,Optional,,,,,
[configuring].[usp_INS_doc_ms_attr_fg_link],Configurator,@docmsattrid,bigint,Mandatory,@message,nvarchar(1000),,,Inserts a document multi-select attribute ID to filter group ID link.
[configuring].[usp_INS_doc_ms_attr_fg_link],,@filtergroupid,bigint,Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_doc_ms_attribute],Configurator,@mnemonic,nvarchar(10),Optional,@message,nvarchar(1000),,,Creates a document multi-select attribute
[configuring].[usp_INS_doc_ms_attribute],,@attribute_name,nvarchar(50),Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_doc_ms_attribute],,@description,nvarchar(max),Optional,@newrecordid,bigint,,,
[configuring].[usp_INS_doc_ms_attribute],,@listposition,int,Optional,,,,,
[configuring].[usp_INS_doc_ms_attribute],,@docmslistid,bigint,Mandatory,,,,,
[configuring].[usp_INS_doc_multi_select_list],Configurator,@mnemonic,nvarchar(10),Optional,@message,nvarchar(1000),,,Inserts a new document multi-select list name record.
[configuring].[usp_INS_doc_multi_select_list],,@attribute_name,nvarchar(50),Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_doc_multi_select_list],,@description,nvarchar(max),Optional,@newrecordid,bigint,,,
[configuring].[usp_INS_doc_multi_select_list],,@listposition,int,Optional,,,,,
[configuring].[usp_INS_doc_radiob_attr],Configurator,@mnemonic,nvarchar(10),Optional,@message,nvarchar(1000),,,Creates a new document radio button attribute.
[configuring].[usp_INS_doc_radiob_attr],,@attribute_name,nvarchar(50),Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_doc_radiob_attr],,@description,nvarchar(max),Optional,@newrecordid,bigint,,,
[configuring].[usp_INS_doc_radiob_attr],,@listposition,int,Optional,,,,,
[configuring].[usp_INS_doc_radiob_attr],,@doc_radioblistid,bigint,Mandatory,,,,,
[configuring].[usp_DEL_doc_radiob_attr],Configurator,@id_to_delete,bigint,Mandatory,@message,nvarchar(1000),,,Delete a record from doc_radio_button_attributes
[configuring].[usp_DEL_doc_radiob_attr],,,,,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_doc_radiob_list],Configurator,@mnemonic,nvarchar(10),Optional,@message,nvarchar(1000),,,Creates a new document radio button list name.
[configuring].[usp_INS_doc_radiob_list],,@attribute_name,nvarchar(50),Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_doc_radiob_list],,@description,nvarchar(max),Optional,@newrecordid,bigint,,,
[configuring].[usp_INS_doc_radiob_list],,@listposition,int,Optional,,,,,
[configuring].[usp_INS_doc_radiob_list],,@restricted,bit,Optional,,,,,
[configuring].[usp_INS_doc_rb_attr_fg_link],Configurator,@docradiobattrid,bigint,Mandatory,@message,nvarchar(1000),,,Inserts a document radio button attribute ID to filter group ID link.
[configuring].[usp_INS_doc_rb_attr_fg_link],,@filtergroupid,bigint,Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_doc_real_field_name],Configurator,@mnemonic,nvarchar(10),Optional,@message,nvarchar(1000),,,Inserts a document real number field name.
[configuring].[usp_INS_doc_real_field_name],,@attribute_name,nvarchar(50),Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_doc_real_field_name],,@description,nvarchar(max),Optional,@newrecordid,bigint,,,
[configuring].[usp_INS_doc_real_field_name],,@unitid,bigint,Optional,,,,,
[configuring].[usp_INS_doc_text_field_name],Configurator,@mnemonic,nvarchar(10),Optional,@message,nvarchar(1000),,,Inserts a document free text field name.
[configuring].[usp_INS_doc_text_field_name],,@attribute_name,nvarchar(50),Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_doc_text_field_name],,@description,nvarchar(max),Optional,@newrecordid,bigint,,,
[configuring].[usp_INS_file_date_field_name],Configurator,@mnemonic,nvarchar(10),Optional,@message,nvarchar(1000),,,Inserts a new file date field name.
[configuring].[usp_INS_file_date_field_name],,@attribute_name,nvarchar(50),Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_file_date_field_name],,@description,nvarchar(max),Optional,@newrecordid,bigint,,,
[configuring].[usp_INS_file_int_field_name],Configurator,@mnemonic,nvarchar(10),Optional,@message,nvarchar(1000),,,Inserts a file integer field name.
[configuring].[usp_INS_file_int_field_name],,@attribute_name,nvarchar(50),Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_file_int_field_name],,@description,nvarchar(max),Optional,@newrecordid,bigint,,,
[configuring].[usp_INS_file_int_field_name],,@unitid,bigint,Optional,,,,,
[configuring].[usp_INS_file_ms_attr_fg_link] ,Configurator,@filemsattrid,bigint,Mandatory,@message,nvarchar(1000),,,Inserts a file multi-select attribute ID to filter group ID link. 
[configuring].[usp_INS_file_ms_attr_fg_link] ,,@filtergroupid,bigint,Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_file_ms_attribute],Configurator,@mnemonic,nvarchar(10),Optional,@message,nvarchar(1000),,,Inserts a new file multi-select attribute record.
[configuring].[usp_INS_file_ms_attribute],,@attribute_name,nvarchar(50),Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_file_ms_attribute],,@description,nvarchar(max),Optional,,,,,
[configuring].[usp_INS_file_ms_attribute],,@listposition,int,Optional,,,,,
[configuring].[usp_INS_file_ms_attribute],,@file_mslistid,bigint,Optional,,,,,
[configuring].[usp_INS_file_multi_select_list] ,Configurator,@mnemonic,nvarchar(10),Optional,@message,nvarchar(1000),,,Inserts a new file multi-select list name record.
[configuring].[usp_INS_file_multi_select_list] ,,@attribute_name,nvarchar(50),Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_file_multi_select_list] ,,@description,nvarchar(max),Optional,@newrecordid,bigint,,,
[configuring].[usp_INS_file_multi_select_list] ,,@listposition,int,Optional,,,,,
[configuring].[usp_INS_file_radiob_attr],Configurator,@mnemonic,nvarchar(10),Optional,@message,nvarchar(1000),,,Creates a new file radio button attribute.
[configuring].[usp_INS_file_radiob_attr],,@attribute_name,nvarchar(50),Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_file_radiob_attr],,@description,nvarchar(max),Optional,@newrecordid,bigint,,,
[configuring].[usp_INS_file_radiob_attr],,@listposition,int,Optional,,,,,
[configuring].[usp_INS_file_radiob_attr],,@file_radioblistid,bigint,Optional,,,,,
[configuring].[usp_INS_file_radiob_list],Configurator,@mnemonic,nvarchar(10),Optional,@message,nvarchar(1000),,,Inserts a record into file_attr.file_radio_button_list_names
[configuring].[usp_INS_file_radiob_list],,@attribute_name,nvarchar(50),Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_file_radiob_list],,@description,nvarchar(max),Optional,@newrecordid,bigint,,,
[configuring].[usp_INS_file_radiob_list],,@listposition,int,Optional,,,,,
[configuring].[usp_INS_file_radiob_list],,@restricted,bit ,Optional,,,,,
[configuring].[usp_INS_file_rb_attr_fg_link],Configurator,@file_radiobattrid,bigint,Mandatory,@message,nvarchar(1000),,,Inserts a file radio button attribute ID to filter group ID link.
[configuring].[usp_INS_file_rb_attr_fg_link],,@filtergroupid,bigint,Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_file_real_field_name],Configurator,@mnemonic,nvarchar(10),Optional,@message,nvarchar(1000),,,Inserts a file real number field name.
[configuring].[usp_INS_file_real_field_name],,@attribute_name,nvarchar(50),Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_file_real_field_name],,@description,nvarchar(max),Optional,@newrecordid,bigint,,,
[configuring].[usp_INS_file_real_field_name],,@unitid,bigint,Optional,,,,,
[configuring].[usp_INS_file_text_field_name],Configurator,@mnemonic,nvarchar(10),Optional,@message,nvarchar(1000),,,Inserts a file free text field name.
[configuring].[usp_INS_file_text_field_name],,@attribute_name,nvarchar(50),Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_file_text_field_name],,@description,nvarchar(max),Optional,@newrecordid,bigint,,,
[configuring].[usp_INS_filter_group],Configurator,@mnemonic,nvarchar(10),Optional,@message,nvarchar(1000),,,Creates a new filter group.
[configuring].[usp_INS_filter_group],,@attribute_name,nvarchar(50),Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_filter_group],,@description,nvarchar(max),Optional,@newrecordid,bigint,,,
[configuring].[usp_INS_filter_group],,@listposition,int,Optional,,,,,
[configuring].[usp_INS_form_group_name],Configurator,@mnemonic,nvarchar(10),Optional,@message,nvarchar(1000),,,Create a new filter group.
[configuring].[usp_INS_form_group_name],,@attribute_name,nvarchar(50),Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_form_group_name],,@description,nvarchar(max),Optional,@newrecordid,bigint,,,
[configuring].[usp_INS_form_group_name],,@listposition,int,Optional,,,,,
[configuring].[usp_INS_general_field_name],Configurator,@mnemonic,nvarchar(10),Optional,@message,nvarchar(1000),,,Create a new general field name.
[configuring].[usp_INS_general_field_name],,@generalfield_name,nvarchar(50),Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_general_field_name],,@description,nvarchar(max),Optional,@newrecordid,bigint,,,
[configuring].[usp_INS_general_field_name],,@listposition,int,Optional,,,,,
[configuring].[usp_INS_step_status_definition],Configurator,@mnemonic,nvarchar(10),Optional,@message,nvarchar(1000),,,Creates a new workflow step status definition name.
[configuring].[usp_INS_step_status_definition],,@attribute_name,nvarchar(50),Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_step_status_definition],,@description,nvarchar(max),Optional,@newrecordid,bigint,,,
[configuring].[usp_INS_step_status_definition],,@listposition,int,Optional,,,,,
[configuring].[usp_INS_unit_of_measure],Configurator,@unitofmeasure,nvarchar(50),Mandatory,@message,nvarchar(1000),,,Inserts a unit of measure.
[configuring].[usp_INS_unit_of_measure],,@description,nvarchar(250),Optional,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_unit_of_measure],,@listposition,int,Optional,,,,,
[configuring].[usp_INS_workflow_action] ,Configurator,@mnemonic,nvarchar(10),Optional,@message,nvarchar(1000),,,Creates a new workflow action name record.
[configuring].[usp_INS_workflow_action] ,,@attribute_name,nvarchar(50),Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_workflow_action] ,,@description,nvarchar(max),Optional,@newrecordid,bigint,,,
[configuring].[usp_INS_workflow_action] ,,@listposition,int,Optional,,,,,
[configuring].[usp_INS_workflow_model_name],Configurator,@mnemonic,nvarchar(10),Optional,@message,nvarchar(1000),,,Creates a new workflow model name.
[configuring].[usp_INS_workflow_model_name],,@attribute_name,nvarchar(50),Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_workflow_model_name],,@description,nvarchar(max),Optional,@newrecordid,bigint,,,
[configuring].[usp_INS_workflow_model_name],,@listposition,int,Optional,,,,,
[configuring].[usp_INS_workflow_output_def],Configurator,@mnemonic,nvarchar(10),Optional,@message,nvarchar(1000),,,Creates a new workflow output definition name.
[configuring].[usp_INS_workflow_output_def],,@attribute_name,nvarchar(50),Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_workflow_output_def],,@description,nvarchar(max),Optional,@newrecordid,bigint,,,
[configuring].[usp_INS_workflow_output_def],,@listposition,int,Optional,,,,,
[configuring].[usp_INS_workflow_rule],Configurator,@mnemonic,nvarchar(10),Optional,@message,nvarchar(1000),,,Creates a new workflow rule name.
[configuring].[usp_INS_workflow_rule],,@attribute_name,nvarchar(50),Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_workflow_rule],,@description,nvarchar(max),Optional,@newrecordid,bigint,,,
[configuring].[usp_INS_workflow_rule],,@listposition,int,Optional,,,,,
[configuring].[usp_INS_workflow_rule_link],Configurator,@workflow_rule_id,bigint,Mandatory,@message,nvarchar(1000),,,Links a workflow rule to a workflow step transition edge.
[configuring].[usp_INS_workflow_rule_link],,@step_transitionid,bigint,Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_workflow_step_def],Configurator,@workflow_model_id,bigint,Mandatory,@message,nvarchar(1000),,,Inserts a new node step into a workflow model.
[configuring].[usp_INS_workflow_step_def],,@model_stepmnem,nvarchar(10),Optional,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_workflow_step_def],,@model_stepname,nvarchar(50),Optional,@newrecordid,bigint,,,
[configuring].[usp_INS_workflow_step_def],,@model_stepdescr,nvarchar(max),Optional,,,,,
[configuring].[usp_INS_workflow_step_def],,@model_steporder,int,Optional,,,,,
[configuring].[usp_DEL_workflow_step_def],Configurator,@model_step_id,bigint,Mandatory,@message,nvarchar(1000),,,Deletes a workflow step definition.
[configuring].[usp_DEL_workflow_step_def],,,,,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_workflow_step_transn],Configurator,@from_step_id,bigint,Mandatory,@message,nvarchar(1000),,,Inserts a new record into the edge table for workflow step transitions.
[configuring].[usp_INS_workflow_step_transn],,@to_step_id,bigint,Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_workflow_step_transn],,@steptransition_name,nvarchar(50),Optional,@newrecordid,bigint,,,
[configuring].[usp_INS_workflow_step_transn],,@workflow_actionid,bigint,Optional,,,,,
[configuring].[usp_INS_xref_type],Configurator,@mnemonic,nvarchar(10),Optional,@message,nvarchar(1000),,,Inserts anew record into xref.cross_reference_types
[configuring].[usp_INS_xref_type],,@attribute_name,nvarchar(50),Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_INS_xref_type],,@description,nvarchar(max),Optional,@newrecordid,bigint,,,
[configuring].[usp_UPD_com_obj_attribute],Configurator,@recordid,bigint,Mandatory,@message,nvarchar(1000),,,Updates a common object attribute record.
[configuring].[usp_UPD_com_obj_attribute],,@mnemonic,nvarchar(10),Optional,@transaction_status,nvarchar(50),,,
[configuring].[usp_UPD_com_obj_attribute],,@attribute_name,nvarchar(50),Mandatory,,,,,
[configuring].[usp_UPD_com_obj_attribute],,@description,nvarchar(max),Optional,,,,,
[configuring].[usp_UPD_com_obj_list_name],Configurator,@recordid,bigint,Mandatory,@message,nvarchar(1000),,,Updates a common object list record.
[configuring].[usp_UPD_com_obj_list_name],,@mnemonic,nvarchar(10),Optional,@transaction_status,nvarchar(50),,,
[configuring].[usp_UPD_com_obj_list_name],,@ojbectname,nvarchar(50),Mandatory,,,,,
[configuring].[usp_UPD_com_obj_list_name],,@description,nvarchar(max),Optional,,,,,
[configuring].[usp_UPD_com_obj_list_name],,@commonobjattrid,bigint,Optional,,,,,
[configuring].[usp_UPD_default_date_style],Configurator,@datetimestyle,int,Mandatory,@message,nvarchar(1000),,,updates the default date-time style in the global settings table. 
[configuring].[usp_UPD_default_date_style],,,,,@transaction_status,nvarchar(50),,,
[configuring].[usp_UPD_doc_date_field_name],Configurator,@recordid,bigint,Mandatory,@message,nvarchar(1000),,,Updates a document date field name record.
[configuring].[usp_UPD_doc_date_field_name],,@mnemonic,nvarchar(10),Optional,@transaction_status,nvarchar(50),,,
[configuring].[usp_UPD_doc_date_field_name],,@attribute_name,nvarchar(50),Mandatory,,,,,
[configuring].[usp_UPD_doc_date_field_name],,@description,nvarchar(max),Optional,,,,,
[configuring].[usp_UPD_doc_date_field_name],,@format_id,bigint,Optional,,,,,
[configuring].[usp_UPD_doc_int_field_name],Configurator,@recordid,nvarchar(50),Optional,@message,nvarchar(1000),,,Updates a document integer field name.
[configuring].[usp_UPD_doc_int_field_name],,@mnemonic,nvarchar(10),Optional,@transaction_status,nvarchar(50),,,
[configuring].[usp_UPD_doc_int_field_name],,@attribute_name,nvarchar(50),Mandatory,,,,,
[configuring].[usp_UPD_doc_int_field_name],,@description,nvarchar(max),Optional,,,,,
[configuring].[usp_UPD_doc_ms_attr_fg_link],Configurator,@docmsattrid,bigint,Mandatory,@message,nvarchar(1000),,,Updates a document multi-select to filter group link record.
[configuring].[usp_UPD_doc_ms_attr_fg_link],,@filtergroupid,bigint,Mandatory,@transaction_status,nvarchar(50),,,
[configuring].[usp_UPD_doc_ms_attr_fg_link],,@newdoc_msattrid,bigint,Mandatory,,,,,
[configuring].[usp_UPD_doc_ms_attr_list],Configurator,@recordid,bigint,Mandatory,@message,nvarchar(1000),,,Updates the attribute list assignment for a document multi-select attribute.
[configuring].[usp_UPD_doc_ms_attr_list],,@docmslistid,bigint,Optional,@transaction_status,nvarchar(50),,,
[configuring].[usp_UPD_doc_ms_attr_posn],Configurator,@recordid,bigint,Mandatory,@message,nvarchar(1000),,,Changes the position of a document multi-select attribute.
