MenuItemId,Label,ParentMenu,Roles,ActionType,Reference,Shortcut,Order,Description,Icon
rid-upd-fm-fl-funct-lst-links-form-1,Update Form to File Function List Field Link,Config-Forms-Files-Update,Configurator,FORM,rid-upd-fm-fl-funct-lst-links-form,,,Update a form to file function list link.,
rid-upd-form-file-created-link-form-1,Update Form to File-Created-Date Field Link,Config-Forms-Files-Update,Configurator,FORM,rid-upd-form-file-created-link-form,,,Update a link between a form and the file created date field.,
rid-upd-form-file-date-link-form-1,Update Form to File Date Field Link,Config-Forms-Files-Update,Configurator,FORM,rid-upd-form-file-date-link-form,,,Update a form to file date link.,
rid-upd-form-file-hash-link-form-3,Update Form to File Content Hash Field Link,Config-Forms-Files-Update,Configurator,FORM,rid-upd-form-file-hash-link-form,,,Update a form to file content hash link.,
rid-upd-form-file-int-link-form-5,Update Form to File Integer Field Link,Config-Forms-Files-Update,Configurator,FORM,rid-upd-form-file-int-link-form,,,Update a form to file integer field link.,
rid-upd-form-file-ms-link-form-7,Update Form to File Multi-Select Field Link,Config-Forms-Files-Update,Configurator,FORM,rid-upd-form-file-ms-link-form,,,Update a form to file mult-select field link.,
rid-upd-form-file-name-link-form-9,Update Form to Filename Field Link,Config-Forms-Files-Update,Configurator,FORM,rid-upd-form-file-name-link-form,,,Update a form to file filename link.,
rid-upd-form-file-plist-links-form-1,Update Form to File People List Field Link,Config-Forms-Files-Update,Configurator,FORM,rid-upd-form-file-plist-links-form,,,Update a form to file people list link.,
rid-upd-form-file-radiob-link-form-1,Update Form to File Radio Button Field Link ,Config-Forms-Files-Update,Configurator,FORM,rid-upd-form-file-radiob-link-form,,,Update a form to file radio button field link.,
rid-upd-form-file-real-link-form-3,Update Form to File Real Number Field Link,Config-Forms-Files-Update,Configurator,FORM,rid-upd-form-file-real-link-form,,,Update a form to file real number field link.,
rid-upd-form-file-size-link-form-5,Update Form to File Size Link,Config-Forms-Files-Update,Configurator,FORM,rid-upd-form-file-size-link-form,,,Update a form to file size link.,
rid-upd-form-file-tr-grp-link-form-7,Update Form to File Transaction Group Link,Config-Forms-Files-Update,Configurator,FORM,rid-upd-form-file-tr-grp-link-form,,,Update a form to file transaction group link.,
rid-upd-frm-file-funct-links-form-9,Update Form to File Duty Function Field Link,Config-Forms-Files-Update,Configurator,FORM,rid-upd-frm-file-funct-links-form,,,Update a form to file duty function link.,
rid-upd-frm-file-multi-sel-def-form,Update Form to File Multi-Select Object Default,Config-Forms-Files-Update,Configurator,FORM,rid-upd-frm-file-multi-sel-def-form,,,Update a form file multi-select default.,
Config-MetDocs,Documents Metadata,Config-Metadata,Configurator,,,,1,,
Config-MetFiles,Files Metadata,Config-Metadata,Configurator,,,,2,,
Config-CommObj,Common Objects,Config-Metadata,Configurator,,,,3,,
Config-MetadataCrossRefs,Cross Referencing,Config-Metadata,Configurator,,,,4,,
Config-MetadataFilterGroups,Filter Groups,Config-Metadata,Configurator,,,,5,,
Config-MetadataUnits,Units of Measure,Config-Metadata,Configurator,,,,6,,
rid-ins-doc-group-name-form-3,Create Document Group,Config-Metadata,Configurator,FORM,rid-ins-doc-group-name-form,,,Create a new document group name.,
rid-upd-default-date-style-form,Update Default Date-Time Style in Global Settings,Config-Metadata,Configurator,FORM,rid-upd-default-date-style-form,,,Update the default date-time style in the global setting table.,
