CommandId,Label,Roles,ActionType,Reference,Shortcut,Description,Icon,Actions,Objects,Fields,Weight
all-docs-by-ppl-list-name-form,Docs By People List General Field Name -- Unfiltered,Controller;Editor;Reader;Reviewer,FORM,all-docs-by-ppl-list-name-form,,List documents for a people list related general field name.  No filter group is applied.,,Read;List;Select;Search,Documents,PeopleList;GeneralFieldName,
all-docs-by-radio-btn-form,Docs By Radio Button Attribute -- Unfiltered,Controller;Editor;Reader;Reviewer,FORM,all-docs-by-radio-btn-form,,Select all of the documents for a given document radio button attribute.,,Read;List;Select;Search,Documents,DocRadioButtonAttribute,
all-docs-by-tag-form,Docs By Tag -- Unfiltered,Controller;Editor;Reader;Reviewer,FORM,all-docs-by-tag-form,,Return document data linked to a given tag.,,Read;List;Select;Search,Documents,Tags,
all-docs-by-text-field-form,Docs By Text Field -- Unfiltered,Controller;Editor;Reader;Reviewer,FORM,all-docs-by-text-field-form,,Select a list of documents for a given text string and free text field ID.,,Read;List;Select;Search,Documents,DocFreeTextField,
all-docs-by-user-fgn-form,All Documents By User Field Name,,FORM,all-docs-by-user-fgn-form,,Select all document IDs linked to user with a given general field name ID.,,Read;List;Select;Search,Documents;Users,GeneralFieldName,
all-docs-by-user-form,All Documents By User,,FORM,all-docs-by-user-form,,Select metadata for all documents linked to a given user.,,Read;List;Select;Search,Documents;Users,GeneralFieldName,
all-docs-date-after-form,Docs Date After -- Unfiltered,Controller;Editor;Reader;Reviewer,FORM,all-docs-date-after-form,,Return metadata for documents and associated files where a date record is after a given date.  Does not apply a filter group.,,Read;List;Select;Search,Documents;Files,DocDateField,
all-docs-date-before-form,Docs Date Before -- Unfiltered,Controller;Editor;Reader;Reviewer,FORM,all-docs-date-before-form,,Return metadata for documents and associated files where a date record is before a given date. Does not apply a filter group.,,Read;List;Select;Search,Documents;Files,DocDateField,
all-docs-date-between-form,Docs Date Between -- Unfiltered,Controller;Editor;Reader;Reviewer,FORM,all-docs-date-between-form,,Return metadata for documents and associated files where a date record is between given dates.,,Read;List;Select;Search,Documents;Files,DocDateField,
all-docs-date-equals-form,Docs Date Equals -- Unfiltered,Controller;Editor;Reader;Reviewer,FORM,all-docs-date-equals-form,,Return metadata for documents and associated files where a date record is equal to a given date.,,Read;List;Select;Search,Documents;Files,DocDateField,
all-docs-for-user,All Documents for Connected User,,READ,all-docs-for-user,,Select metadata for all documents linked to the connected user.,,Read;List;Select;Search,Documents;Users,GeneralFieldName,
all-docs-int-between-form,Docs Integer Between -- Unfiltered,Controller;Editor;Reader;Reviewer,FORM,all-docs-int-between-form,,Return metadata for documents and associated files where the designated integer field is between two given values.,,Read;List;Select;Search,Documents;Files,DocIntegerField,
all-docs-int-equals-form,Docs Integer Equals -- Unfiltered,Controller;Editor;Reader;Reviewer,FORM,all-docs-int-equals-form,,Return metadata for documents and associated files where the designated integer field is equal to the given value.,,Read;List;Select;Search,Documents;Files,DocIntegerField,
all-docs-int-grtr-than-form,Docs Integer Greater -- Unfiltered,Controller;Editor;Reader;Reviewer,FORM,all-docs-int-grtr-than-form,,Return metadata for documents and associated files where the designated integer field is greater than the given value.,,Read;List;Select;Search,Documents;Files,DocIntegerField,
all-docs-int-less-than-form,Docs Integer Less Than -- Unfiltered,Controller;Editor;Reader;Reviewer,FORM,all-docs-int-less-than-form,,Return metadata for documents and associated files where the designated integer field is less than the given value.,,Read;List;Select;Search,Documents;Files,DocIntegerField,
all-docs-multi-sel-atr-form,Docs By Multi-Select Attribute -- Unfiltered,Controller;Editor;Reader;Reviewer,FORM,all-docs-multi-sel-atr-form,,Select metadata for documents linked to a given multi-select attribute.,,Read;List;Select;Search,Documents,DocMultiSelectList,
all-docs-real-between-form,Docs Real Number Between -- Unfiltered,Controller;Editor;Reader;Reviewer,FORM,all-docs-real-between-form,,Return metadata for documents and associated files where a real number field is between two given values.,,Read;List;Select;Search,Documents;Files,DocRealNumberField,
all-docs-real-equals-form,Docs Real Number Equals -- Unfiltered,Controller;Editor;Reader;Reviewer,FORM,all-docs-real-equals-form,,Return metadata for documents and associated files where the designated real number field is equal to the given value.,,Read;List;Select;Search,Documents;Files,DocRealNumberField,
all-docs-real-greater-form,Docs Real Number Greater Than -- Unfiltered,Controller;Editor;Reader;Reviewer,FORM,all-docs-real-greater-form,,Return metadata for documents and associated files where the designated real number field is greater than the given value.,,Read;List;Select;Search,Documents;Files,DocRealNumberField,
all-docs-real-less-form,Docs Real Number Less Than -- Unfiltered,Controller;Editor;Reader;Reviewer,FORM,all-docs-real-less-form,,Return metadata for documents and associated files where the designated real number field is less than the given value.,,Read;List;Select;Search,Documents;Files,DocRealNumberField,
AllDocsWithEditPerm,All Documents With Edit Permission,Authorizer;Configurator;Controller;Editor;Reviewer;Reader,READ,all-docs-with-ed-perm,,List the metadata for all of the documents for which the connected user has edit permission.,,Read;List;Select;Search,Documents,,
all-docs-with-ed-perm-form,Metadata-Editable Docs for User,Controller;Editor;Reader;Reviewer,FORM,all-docs-with-ed-perm-form,,List the metadata for all of the documents for which the connected user has edit permission.,,Read;List;Select;Search,Documents;Users,,
AllDocuments,All Documents,Controller;Editor;Reader;Reviewer,CHAIN,list-all-docs,,List all documents in the system.,,Read;List;Select;Search,Documents,,100
all-doc-xrefs-by-doc-form,Docs By Document and Cross Reference -- Unfiltered,,FORM,all-doc-xrefs-by-doc-form,,Return metadata for documents for a given document and cross reference type.,,Read;List;Select;Search,Documents,CrossReference;Cross Reference,
AllFileContentSearch,All Files Content Search,Controller;Editor;Reader;Reviewer,FORM,all-file-contains-search,,File content search using CONTAIN query.  Unfiltered list.  No filter group is applied.  Search 'TSQL CONTAINS' for more information.,,Read;List;Select;Search,Files,Content,
AllFileContentSearchWithDocs,All Files Content Search  - With Documents,Controller;Editor;Reader;Reviewer,FORM,all-file-contains-search-with-docs,,File content search using CONTAIN query.  Unfiltered list.  No filter group is applied.  Search 'TSQL CONTAINS' for more information.,,Read;List;Select;Search,Files,Content,
AllFileContentTableSearch,All Files Content Search - Ordered Table,Controller;Editor;Reader;Reviewer,FORM,all-file-contains-table-search,,File content search using CONTAINSTABLE query.  Unfiltered list.  No filter group is applied.  Search 'TSQL CONTAINSTABLE' for more information.,,Read;List;Select;Search,Files,Content,
AllFileContentTableSearchWithDocs,All Files Content Search - Ordered Table - With Documents,Controller;Editor;Reader;Reviewer,FORM,all-file-contains-table-search-with-docs,,File content search using CONTAINSTABLE query.  Unfiltered list.  No filter group is applied.  Search 'TSQL CONTAINSTABLE' for more information.,,Read;List;Select;Search,Files,Content,
AllFileFreeTextSearch,All Files Content Free Text Search,Controller;Editor;Reader;Reviewer,FORM,all-file-freetext-search,,File content search using FREETEXT query.  Unfiltered list.  No filter group is applied.  Search 'TSQL FREETEXT' for more information.,,Read;List;Select;Search,Files,Content,
AllFileFreeTextSearchWithDocs,All Files Content Free Text Search - With Documents,Controller;Editor;Reader;Reviewer,FORM,all-file-freetext-search-with-docs,,File content search using FREETEXT query.  Unfiltered list.  No filter group is applied.  Search 'TSQL FREETEXT' for more information.,,Read;List;Select;Search,Files,Content,
AllFileFreeTextTableSearch,All Files Content Free Text Search - Ordered Table,Controller;Editor;Reader;Reviewer,FORM,all-file-freetext-table-search,,File content search using FREETEXTABLE query.  Unfiltered list.  No filter group is applied.  Search 'TSQL FREETEXTTABLE' for more information.,,Read;List;Select;Search,Files,Content,
AllFileFreeTextTableSearchWithDocs,All Files Content Free Text Search - Ordered Table - With Documents,Controller;Editor;Reader;Reviewer,FORM,all-file-freetext-table-search-with-docs,,File content search using FREETEXTABLE query.  Unfiltered list.  No filter group is applied.  Search 'TSQL FREETEXTTABLE' for more information.,,Read;List;Select;Search,Files,Content,
all-files-by-dty-funct-form,Files By Duty Function -- Unfiltered,Controller;Editor;Reader;Reviewer,FORM,all-files-by-dty-funct-form,,Select file metadata for all the files for a given duty function.  No filter group is applied.,,Read;List;Select;Search,Files,DutyFunctionField,
